Chronology ID,Start Year,End Year,Date Text,Brand / Promoter,Title,Object Type,Source Stage,Master ID,Duplicate Group,Confidence,Source URL,Chronology Note
CHR-001,1970,1970,1970s; exact issue pending,Red Line; John Palfreyman,First Red Line magazine advertisement featuring John Palfreyman,Magazine advertisement,v0.5 inherited,EPH-0010,DUP-REDLINE-FIRST-AD,HIGH for relationship; MEDIUM for bibliographic detail,https://bmxmuseum.com/bikes/redline/,Dated/period placement
CHR-002,1970,1970,1970s; exact issue open,Redline,First Red Line magazine advertisement featuring John Palfreyman,Magazine advertisement,v0.8,EPH-0037,DUP-REDLINE-FIRST-AD,HIGH for relationship; MEDIUM for object,https://www.usabmx.com/news-and-media/6/2012-05-10/National-BMX-Hall-of-Fame-2012-Inductees-Announced?id=580,Year is provisional
CHR-003,1970,1970,Late 1970s,SE Racing,PK Ripper late-1970s debut,Product-history object,v0.8,EPH-0043,,MEDIUM-HIGH,https://www.sebikes.com/blogs/news/elite-race-series,Dated/period placement
CHR-004,1970,1970,1970s onward,Mongoose,Vintage Mongoose catalog and dealer-price archive,Archive collection,v0.8,EPH-0039,,HIGH for archive scope,https://www.vintagemongoose.com/,Dated/period placement
CHR-005,1976,1976,1976–77,Mongoose,1976–77 Bicycle and Components Catalog,Manufacturer catalog,v0.8,EPH-0040,,HIGH,https://www.vintagemongoose.com/pdfs/mongoose_cat76-77.pdf,Dated/period placement
CHR-006,1976,1976,December 1976,Torker,First Torker advertisement in BMX Weekly,Magazine advertisement,v0.5 inherited,EPH-0009,DUP-TORKER-FIRST-AD,MEDIUM-HIGH,https://torkerracing.com/pages/the-fullerton-era-torker-bmx-history,Dated/period placement
CHR-007,1976,1976,December 1976,Torker,First Torker advertisement in BMX Weekly,Magazine advertisement,v0.8,EPH-0047,DUP-TORKER-FIRST-AD,MEDIUM-HIGH,https://torkerracing.com/pages/the-fullerton-era-torker-bmx-history,Dated/period placement
CHR-008,1976,1984,1976–1984,Torker,Fullerton-era Torker model archive,Model archive,v0.8,EPH-0048,,HIGH for archive role,https://torkerracing.com/pages/torker-bmx-models,Dated/period placement
CHR-009,1976,1976,1976–77,Mongoose; Ashtabula/Cecor,Mongoose 1976–77 accessories — Ashtabula/Cecor pedals,Manufacturer/distributor catalog page,v0.7,EPH-0035,,MEDIUM-HIGH,https://www.vintagemongoose.com/pdfs/mongoose_cat76-77.pdf,Dated/period placement
CHR-010,1977,1977,circa 1977 (unverified),Ashtabula,Ashtabula component catalog,Catalog,v0.5 inherited,EPH-0006,DUP-ASHT-5027,HIGH for object; MEDIUM for date,https://bmxmuseum.com/reference/5027,Year is provisional
CHR-011,1977,1977,circa 1977; date provisional,Ashtabula,Ashtabula component catalog,Component catalog,v0.7,EPH-0031,DUP-ASHT-5027,HIGH for ID; MEDIUM for date,https://bmxmuseum.com/reference/5027,Year is provisional
CHR-012,1977,1977,circa 1977; interpretation,Ashtabula,Ashtabula crank length range,Catalog claim,v0.7,EPH-0032,,MEDIUM,https://thecabe.com/forum/threads/ashtabula-fork-identification-help.253603/,Year is provisional
CHR-013,1977,1977,circa 1977; interpretation,Ashtabula,Ashtabula fork sizing and 6-3/4-inch steerer discussion,Catalog claim,v0.7,EPH-0033,,MEDIUM,https://thecabe.com/forum/threads/ashtabula-fork-identification-help.253603/,Year is provisional
CHR-014,1978,1978,1978,Redline,1978 Redline product catalog,Product catalog,v0.8,EPH-0036,,MEDIUM-HIGH,https://www.redlinevintagebmx.com/redline-history,Dated/period placement
CHR-015,1979,1980,1979–1980,Torker,1979 National Number One team / 1980 world-pro chronology,Factory-team history,v0.8,EPH-0049,,MEDIUM-HIGH,https://torkerracing.com/blogs/news/torker-bmx-number-one-team-in-america,Dated/period placement
